username,encodedUsername,link,accountNumber,accountCreated,accountAge,linksRef
Mock26,Mock26,https://fark.com/users/Mock26,451880,2009-01-12,12,41
Mock26,Mock26,https://fark.com/users/Mock26,451880,2009-01-12,12,41
exqqqme,exqqqme,https://fark.com/users/exqqqme,1092614,2019-11-19,2,7
Mock26,Mock26,https://fark.com/users/Mock26,451880,2009-01-12,12,41
Sexy Jesus,Sexy%20Jesus,https://fark.com/users/Sexy%20Jesus,1110283,2020-04-11,1,None
Dawnrazor,Dawnrazor,https://fark.com/users/Dawnrazor,75847,2003-02-15,18,None
exqqqme,exqqqme,https://fark.com/users/exqqqme,1092614,2019-11-19,2,7
gwenners,gwenners,https://fark.com/users/gwenners,275390,2006-03-02,15,None
Abe Vigoda's Ghost,Abe%20Vigoda%27s%20Ghost,https://fark.com/users/Abe%20Vigoda%27s%20Ghost,235201,2005-06-29,16,24
Old_Chief_Scott,Old_Chief_Scott,https://fark.com/users/Old_Chief_Scott,174100,2004-07-31,17,9
Some Junkie Cosmonaut,Some%20Junkie%20Cosmonaut,https://fark.com/users/Some%20Junkie%20Cosmonaut,618063,2010-12-05,11,None
BitwiseShift,BitwiseShift,https://fark.com/users/BitwiseShift,156550,2004-05-07,17,37
Boe,Boe,https://fark.com/users/Boe,326165,2007-02-15,14,2
Cathedralmaster,Cathedralmaster,https://fark.com/users/Cathedralmaster,221195,2005-04-01,16,17
gwenners,gwenners,https://fark.com/users/gwenners,275390,2006-03-02,15,None
Promo Sapien,Promo%20Sapien,https://fark.com/users/Promo%20Sapien,912663,2014-08-11,7,47
arkansized,arkansized,https://fark.com/users/arkansized,704077,2011-09-04,10,5
serfdood,serfdood,https://fark.com/users/serfdood,372308,2007-11-21,14,32
Arkanaut,Arkanaut,https://fark.com/users/Arkanaut,386168,2008-02-08,13,106
beezeltown,beezeltown,https://fark.com/users/beezeltown,384211,2008-01-29,13,49
kdawg7736,kdawg7736,https://fark.com/users/kdawg7736,412992,2008-06-29,13,10047
RolfBlitzer,RolfBlitzer,https://fark.com/users/RolfBlitzer,991127,2017-01-13,4,None
Harry Freakstorm,Harry%20Freakstorm,https://fark.com/users/Harry%20Freakstorm,266987,2006-01-13,15,159
4seasons85!,4seasons85%21,https://fark.com/users/4seasons85%21,621341,2010-12-16,11,5
APO_Buddha,APO_Buddha,https://fark.com/users/APO_Buddha,346937,2007-06-25,14,576
Super Chronic,Super%20Chronic,https://fark.com/users/Super%20Chronic,273778,2006-02-22,15,58
Boojum2k,Boojum2k,https://fark.com/users/Boojum2k,199005,2004-12-05,17,16
dothemath,dothemath,https://fark.com/users/dothemath,376558,2007-12-17,14,None
bighairyguy,bighairyguy,https://fark.com/users/bighairyguy,312460,2006-11-15,15,726
AuralArgument,AuralArgument,https://fark.com/users/AuralArgument,112475,2003-10-02,18,67
jaivirtualcard,jaivirtualcard,https://fark.com/users/jaivirtualcard,1230300,2021-08-26,0,None
Corn_Fed,Corn_Fed,https://fark.com/users/Corn_Fed,46008,2002-07-18,19,3
AuralArgument,AuralArgument,https://fark.com/users/AuralArgument,112475,2003-10-02,18,67
FleshFlapps,FleshFlapps,https://fark.com/users/FleshFlapps,1069235,2019-05-05,2,None
beezeltown,beezeltown,https://fark.com/users/beezeltown,384211,2008-01-29,13,49
Russ1642,Russ1642,https://fark.com/users/Russ1642,362383,2007-09-25,14,27
phedex,phedex,https://fark.com/users/phedex,8382,2001-09-11,20,16
Pigeonhole,Pigeonhole,https://fark.com/users/Pigeonhole,1161376,2021-02-19,0,9
catmandu,catmandu,https://fark.com/users/catmandu,356150,2007-08-17,14,10
berylman,berylman,https://fark.com/users/berylman,119065,2003-11-07,18,19
I am Tom Joad's Complete Lack of Surprise,I%20am%20Tom%20Joad%27s%20Complete%20Lack%20of%20Surprise,https://fark.com/users/I%20am%20Tom%20Joad%27s%20Complete%20Lack%20of%20Surprise,1008695,2017-07-30,4,2
keldaria,keldaria,https://fark.com/users/keldaria,855000,2013-04-24,8,3
robodog,robodog,https://fark.com/users/robodog,198741,2004-12-03,17,1
Russ1642,Russ1642,https://fark.com/users/Russ1642,362383,2007-09-25,14,27
ltdanman44,ltdanman44,https://fark.com/users/ltdanman44,218682,2005-03-15,16,15
phedex,phedex,https://fark.com/users/phedex,8382,2001-09-11,20,16
BitwiseShift,BitwiseShift,https://fark.com/users/BitwiseShift,156550,2004-05-07,17,37
lizaardvark,lizaardvark,https://fark.com/users/lizaardvark,654911,2011-04-05,10,None
jjorsett,jjorsett,https://fark.com/users/jjorsett,4929,2001-06-23,20,155
amindtat,amindtat,https://fark.com/users/amindtat,196117,2004-11-19,17,2
Coach McGirk,Coach%20McGirk,https://fark.com/users/Coach%20McGirk,121507,2003-11-19,18,3
jaivirtualcard,jaivirtualcard,https://fark.com/users/jaivirtualcard,1230300,2021-08-26,0,None
I am Tom Joad's Complete Lack of Surprise,I%20am%20Tom%20Joad%27s%20Complete%20Lack%20of%20Surprise,https://fark.com/users/I%20am%20Tom%20Joad%27s%20Complete%20Lack%20of%20Surprise,1008695,2017-07-30,4,2
I am Tom Joad's Complete Lack of Surprise,I%20am%20Tom%20Joad%27s%20Complete%20Lack%20of%20Surprise,https://fark.com/users/I%20am%20Tom%20Joad%27s%20Complete%20Lack%20of%20Surprise,1008695,2017-07-30,4,2
Resident Muslim,Resident%20Muslim,https://fark.com/users/Resident%20Muslim,471261,2009-04-29,12,233
Coach McGirk,Coach%20McGirk,https://fark.com/users/Coach%20McGirk,121507,2003-11-19,18,3
Moderator,Moderator,https://fark.com/users/Moderator,6601,2001-08-03,20,None
Boojum2k,Boojum2k,https://fark.com/users/Boojum2k,199005,2004-12-05,17,16
4seasons85!,4seasons85%21,https://fark.com/users/4seasons85%21,621341,2010-12-16,11,5
guestguy,guestguy,https://fark.com/users/guestguy,413430,2008-07-01,13,1
IDisME,IDisME,https://fark.com/users/IDisME,212483,2005-02-12,16,17
jonas opines,jonas%20opines,https://fark.com/users/jonas%20opines,177346,2004-08-17,17,None
jonas opines,jonas%20opines,https://fark.com/users/jonas%20opines,177346,2004-08-17,17,None
I am Tom Joad's Complete Lack of Surprise,I%20am%20Tom%20Joad%27s%20Complete%20Lack%20of%20Surprise,https://fark.com/users/I%20am%20Tom%20Joad%27s%20Complete%20Lack%20of%20Surprise,1008695,2017-07-30,4,2
indylaw,indylaw,https://fark.com/users/indylaw,110082,2003-09-17,18,3
Original,Original,https://fark.com/users/Original,21757,2002-01-27,19,None
somedude210,somedude210,https://fark.com/users/somedude210,300110,2006-08-20,15,9184
NewportBarGuy,NewportBarGuy,https://fark.com/users/NewportBarGuy,126617,2003-12-15,18,3098
apotheosis27,apotheosis27,https://fark.com/users/apotheosis27,277172,2006-03-15,15,None
cman,cman,https://fark.com/users/cman,4028,2001-06-03,20,885
gnosis301,gnosis301,https://fark.com/users/gnosis301,248403,2005-09-16,16,1
BitwiseShift,BitwiseShift,https://fark.com/users/BitwiseShift,156550,2004-05-07,17,37
skipping non-voting comment in contest thread,skipping%20non-voting%20comment%20in%20contest%20thread,https://fark.com/users/skipping%20non-voting%20comment%20in%20contest%20thread,920175,2014-11-03,7,15
Prank Call of Cthulhu,Prank%20Call%20of%20Cthulhu,https://fark.com/users/Prank%20Call%20of%20Cthulhu,302256,2006-09-03,15,53
dothemath,dothemath,https://fark.com/users/dothemath,376558,2007-12-17,14,None
ltdanman44,ltdanman44,https://fark.com/users/ltdanman44,218682,2005-03-15,16,15
Fireproof,Fireproof,https://fark.com/users/Fireproof,193371,2004-11-05,17,107
Hey Nurse!,Hey%20Nurse%21,https://fark.com/users/Hey%20Nurse%21,1021922,2017-12-30,4,None
skipping non-voting comment in contest thread,skipping%20non-voting%20comment%20in%20contest%20thread,https://fark.com/users/skipping%20non-voting%20comment%20in%20contest%20thread,920175,2014-11-03,7,15
Destructor,Destructor,https://fark.com/users/Destructor,330627,2007-03-17,14,398
New Rising Sun,New%20Rising%20Sun,https://fark.com/users/New%20Rising%20Sun,171632,2004-07-18,17,56
scruffythecat,scruffythecat,https://fark.com/users/scruffythecat,320740,2007-01-11,14,None
p51d007,p51d007,https://fark.com/users/p51d007,233161,2005-06-17,16,165
Fireproof,Fireproof,https://fark.com/users/Fireproof,193371,2004-11-05,17,107
RolfBlitzer,RolfBlitzer,https://fark.com/users/RolfBlitzer,991127,2017-01-13,4,None
quo vadimus,quo%20vadimus,https://fark.com/users/quo%20vadimus,401763,2008-04-30,13,3
My Klezmer Metal Cover Band,My%20Klezmer%20Metal%20Cover%20Band,https://fark.com/users/My%20Klezmer%20Metal%20Cover%20Band,1055944,2019-01-01,2,1
dothemath,dothemath,https://fark.com/users/dothemath,376558,2007-12-17,14,None
Harry Freakstorm,Harry%20Freakstorm,https://fark.com/users/Harry%20Freakstorm,266987,2006-01-13,15,159
Malenfant,Malenfant,https://fark.com/users/Malenfant,199007,2004-12-05,17,None
i state your name,i%20state%20your%20name,https://fark.com/users/i%20state%20your%20name,610865,2010-11-11,11,4
ArcadianRefugee,ArcadianRefugee,https://fark.com/users/ArcadianRefugee,151269,2004-04-10,17,5
NobleHam,NobleHam,https://fark.com/users/NobleHam,100956,2003-07-19,18,4
Fireproof,Fireproof,https://fark.com/users/Fireproof,193371,2004-11-05,17,107
OkieDookie,OkieDookie,https://fark.com/users/OkieDookie,917697,2014-10-06,7,36
FarkMeThatsGood,FarkMeThatsGood,https://fark.com/users/FarkMeThatsGood,1239647,2021-09-24,0,None
holdmybones,holdmybones,https://fark.com/users/holdmybones,762062,2012-03-08,9,11
hershy799,hershy799,https://fark.com/users/hershy799,99315,2003-07-06,18,20
Fireproof,Fireproof,https://fark.com/users/Fireproof,193371,2004-11-05,17,107
Wesdog,Wesdog,https://fark.com/users/Wesdog,297690,2006-08-04,15,None
hershy799,hershy799,https://fark.com/users/hershy799,99315,2003-07-06,18,20
mrmopar5287,mrmopar5287,https://fark.com/users/mrmopar5287,288822,2006-06-04,15,147
rnatalie,rnatalie,https://fark.com/users/rnatalie,122511,2003-11-24,18,2033
BolshyGreatYarblocks,BolshyGreatYarblocks,https://fark.com/users/BolshyGreatYarblocks,808369,2012-08-18,9,1
Hey Nurse!,Hey%20Nurse%21,https://fark.com/users/Hey%20Nurse%21,1021922,2017-12-30,4,None
austerity101,austerity101,https://fark.com/users/austerity101,344857,2007-06-14,14,13
Trainspotr,Trainspotr,https://fark.com/users/Trainspotr,142714,2004-03-01,17,90
dothemath,dothemath,https://fark.com/users/dothemath,376558,2007-12-17,14,None
DarkSoulNoHope,DarkSoulNoHope,https://fark.com/users/DarkSoulNoHope,158971,2004-05-18,17,2
BolshyGreatYarblocks,BolshyGreatYarblocks,https://fark.com/users/BolshyGreatYarblocks,808369,2012-08-18,9,1
Inebriated Bolshevik Muppet,Inebriated%20Bolshevik%20Muppet,https://fark.com/users/Inebriated%20Bolshevik%20Muppet,819294,2012-10-16,9,3
Somaticasual,Somaticasual,https://fark.com/users/Somaticasual,390594,2008-03-01,13,7
KingBiefWhistle,KingBiefWhistle,https://fark.com/users/KingBiefWhistle,955572,2015-11-21,6,None
Glitchwerks,Glitchwerks,https://fark.com/users/Glitchwerks,298511,2006-08-09,15,1
doosh,doosh,https://fark.com/users/doosh,519299,2009-12-05,12,None
OdradekRex,OdradekRex,https://fark.com/users/OdradekRex,786269,2012-05-18,9,26
Petit_Merdeux,Petit_Merdeux,https://fark.com/users/Petit_Merdeux,62917,2002-11-21,19,8
Lambskincoat,Lambskincoat,https://fark.com/users/Lambskincoat,391548,2008-03-06,13,None
oldernell,oldernell,https://fark.com/users/oldernell,233245,2005-06-17,16,None
NewportBarGuy,NewportBarGuy,https://fark.com/users/NewportBarGuy,126617,2003-12-15,18,3098
nmrsnr,nmrsnr,https://fark.com/users/nmrsnr,142110,2004-02-27,17,81
Angry Drunk Bureaucrat,Angry%20Drunk%20Bureaucrat,https://fark.com/users/Angry%20Drunk%20Bureaucrat,241529,2005-08-05,16,11
AdmirableSnackbar,AdmirableSnackbar,https://fark.com/users/AdmirableSnackbar,538678,2010-02-13,11,78
BitwiseShift,BitwiseShift,https://fark.com/users/BitwiseShift,156550,2004-05-07,17,37
Nuclear Monk,Nuclear%20Monk,https://fark.com/users/Nuclear%20Monk,18988,2002-01-05,19,47
vonster,vonster,https://fark.com/users/vonster,285696,2006-05-12,15,None
MelGoesOnTour,MelGoesOnTour,https://fark.com/users/MelGoesOnTour,105633,2003-08-18,18,3
Generation_D,Generation_D,https://fark.com/users/Generation_D,43305,2002-07-01,19,29
pueblonative,pueblonative,https://fark.com/users/pueblonative,582518,2010-08-03,11,692
phalamir,phalamir,https://fark.com/users/phalamir,309095,2006-10-22,15,178
CzarChasm,CzarChasm,https://fark.com/users/CzarChasm,328681,2007-03-04,14,None
Rapmaster2000,Rapmaster2000,https://fark.com/users/Rapmaster2000,140417,2004-02-19,17,139
iheartscotch,iheartscotch,https://fark.com/users/iheartscotch,507104,2009-10-19,12,97
BitwiseShift,BitwiseShift,https://fark.com/users/BitwiseShift,156550,2004-05-07,17,37
strutin,strutin,https://fark.com/users/strutin,238195,2005-07-17,16,15
TheRealist II,TheRealist%20II,https://fark.com/users/TheRealist%20II,369681,2007-11-06,14,1
wage0048,wage0048,https://fark.com/users/wage0048,43077,2002-06-29,19,16
AdmirableSnackbar,AdmirableSnackbar,https://fark.com/users/AdmirableSnackbar,538678,2010-02-13,11,78
Oliver Twisted,Oliver%20Twisted,https://fark.com/users/Oliver%20Twisted,139966,2004-02-17,17,8
bighairyguy,bighairyguy,https://fark.com/users/bighairyguy,312460,2006-11-15,15,726
Godscrack,Godscrack,https://fark.com/users/Godscrack,303840,2006-09-13,15,16
indylaw,indylaw,https://fark.com/users/indylaw,110082,2003-09-17,18,3
ranchguy,ranchguy,https://fark.com/users/ranchguy,112791,2003-10-04,18,None
HotWingConspiracy,HotWingConspiracy,https://fark.com/users/HotWingConspiracy,112440,2003-10-02,18,67
severedtoe,severedtoe,https://fark.com/users/severedtoe,54092,2002-09-13,19,6
salvador.hardin,salvador.hardin,https://fark.com/users/salvador.hardin,417325,2008-07-20,13,4
Solty Dog,Solty%20Dog,https://fark.com/users/Solty%20Dog,234398,2005-06-24,16,8
Geotpf,Geotpf,https://fark.com/users/Geotpf,85890,2003-04-15,18,140
Nadie_AZ,Nadie_AZ,https://fark.com/users/Nadie_AZ,599799,2010-10-11,11,299
kelderiv,kelderiv,https://fark.com/users/kelderiv,893340,2014-02-10,7,None
Lambskincoat,Lambskincoat,https://fark.com/users/Lambskincoat,391548,2008-03-06,13,None
phalamir,phalamir,https://fark.com/users/phalamir,309095,2006-10-22,15,178
WastrelWay,WastrelWay,https://fark.com/users/WastrelWay,1004234,2017-06-08,4,12
I May Be Crazy But...,I%20May%20Be%20Crazy%20But...,https://fark.com/users/I%20May%20Be%20Crazy%20But...,702415,2011-08-29,10,3
TotallyRealNotFake,TotallyRealNotFake,https://fark.com/users/TotallyRealNotFake,1076028,2019-07-04,2,11
Khellendros,Khellendros,https://fark.com/users/Khellendros,95731,2003-06-16,18,8
Some Junkie Cosmonaut,Some%20Junkie%20Cosmonaut,https://fark.com/users/Some%20Junkie%20Cosmonaut,618063,2010-12-05,11,None
MIRV888,MIRV888,https://fark.com/users/MIRV888,348632,2007-07-05,14,3
Fissile,Fissile,https://fark.com/users/Fissile,597059,2010-09-29,11,176
Latinwolf,Latinwolf,https://fark.com/users/Latinwolf,462985,2009-03-13,12,8
SirEattonHogg,SirEattonHogg,https://fark.com/users/SirEattonHogg,462237,2009-03-10,12,None
phalamir,phalamir,https://fark.com/users/phalamir,309095,2006-10-22,15,178
Damn Bleeblah,Damn%20Bleeblah,https://fark.com/users/Damn%20Bleeblah,363745,2007-10-02,14,None
Another Government Employee,Another%20Government%20Employee,https://fark.com/users/Another%20Government%20Employee,96270,2003-06-19,18,15
emersonbiggins,emersonbiggins,https://fark.com/users/emersonbiggins,325096,2007-02-09,14,23
Science_Guy_3.14159,Science_Guy_3.14159,https://fark.com/users/Science_Guy_3.14159,561512,2010-05-13,11,5
Shostie,Shostie,https://fark.com/users/Shostie,22937,2002-02-05,19,36
vudukungfu,vudukungfu,https://fark.com/users/vudukungfu,96647,2003-06-21,18,2280
Nana's Vibrator,Nana%27s%20Vibrator,https://fark.com/users/Nana%27s%20Vibrator,487777,2009-07-20,12,1
El Jefe Dynamo,El%20Jefe%20Dynamo,https://fark.com/users/El%20Jefe%20Dynamo,1069680,2019-05-09,2,None
Marcos P,Marcos%20P,https://fark.com/users/Marcos%20P,213552,2005-02-17,16,26
WhippingBoi,WhippingBoi,https://fark.com/users/WhippingBoi,1141964,2020-11-28,1,2
Rapmaster2000,Rapmaster2000,https://fark.com/users/Rapmaster2000,140417,2004-02-19,17,139
brilett,brilett,https://fark.com/users/brilett,212734,2005-02-14,16,3
Eightballjacket,Eightballjacket,https://fark.com/users/Eightballjacket,1039281,2018-07-16,3,10
dothemath,dothemath,https://fark.com/users/dothemath,376558,2007-12-17,14,None
12349876,12349876,https://fark.com/users/12349876,130146,2004-01-04,17,19
kdawg7736,kdawg7736,https://fark.com/users/kdawg7736,412992,2008-06-29,13,10047
oldfarthenry,oldfarthenry,https://fark.com/users/oldfarthenry,222773,2005-04-13,16,539
jso2897,jso2897,https://fark.com/users/jso2897,302118,2006-09-02,15,2
Godscrack,Godscrack,https://fark.com/users/Godscrack,303840,2006-09-13,15,16
patrick767,patrick767,https://fark.com/users/patrick767,202131,2004-12-21,17,24
Fursecution,Fursecution,https://fark.com/users/Fursecution,307043,2006-10-06,15,85
Pilikia,Pilikia,https://fark.com/users/Pilikia,44998,2002-07-12,19,34
Trainspotr,Trainspotr,https://fark.com/users/Trainspotr,142714,2004-03-01,17,90
amindtat,amindtat,https://fark.com/users/amindtat,196117,2004-11-19,17,2
bighairyguy,bighairyguy,https://fark.com/users/bighairyguy,312460,2006-11-15,15,726
Natalie Portmanteau,Natalie%20Portmanteau,https://fark.com/users/Natalie%20Portmanteau,945550,2015-07-31,6,47
exqqqme,exqqqme,https://fark.com/users/exqqqme,1092614,2019-11-19,2,7
stuhayes2010,stuhayes2010,https://fark.com/users/stuhayes2010,448086,2008-12-18,13,17
Natalie Portmanteau,Natalie%20Portmanteau,https://fark.com/users/Natalie%20Portmanteau,945550,2015-07-31,6,47
AteMyBrain,AteMyBrain,https://fark.com/users/AteMyBrain,853676,2013-04-18,8,None
LewDux,LewDux,https://fark.com/users/LewDux,189006,2004-10-16,17,106
Hey Nurse!,Hey%20Nurse%21,https://fark.com/users/Hey%20Nurse%21,1021922,2017-12-30,4,None
padraig,padraig,https://fark.com/users/padraig,26377,2002-03-06,19,9
exqqqme,exqqqme,https://fark.com/users/exqqqme,1092614,2019-11-19,2,7
Christian Bale,Christian%20Bale,https://fark.com/users/Christian%20Bale,20435,2002-01-17,19,18
Petey4335,Petey4335,https://fark.com/users/Petey4335,130520,2004-01-06,17,25
Natalie Portmanteau,Natalie%20Portmanteau,https://fark.com/users/Natalie%20Portmanteau,945550,2015-07-31,6,47
padraig,padraig,https://fark.com/users/padraig,26377,2002-03-06,19,9
Christian Bale,Christian%20Bale,https://fark.com/users/Christian%20Bale,20435,2002-01-17,19,18
AuralArgument,AuralArgument,https://fark.com/users/AuralArgument,112475,2003-10-02,18,67
dothemath,dothemath,https://fark.com/users/dothemath,376558,2007-12-17,14,None
mekkab,mekkab,https://fark.com/users/mekkab,204345,2005-01-04,16,9
Trainspotr,Trainspotr,https://fark.com/users/Trainspotr,142714,2004-03-01,17,90
xxBirdMadGirlxx,xxBirdMadGirlxx,https://fark.com/users/xxBirdMadGirlxx,354647,2007-08-09,14,None
Warthog,Warthog,https://fark.com/users/Warthog,35998,2002-05-08,19,514
Warthog,Warthog,https://fark.com/users/Warthog,35998,2002-05-08,19,514
Damn Bleeblah,Damn%20Bleeblah,https://fark.com/users/Damn%20Bleeblah,363745,2007-10-02,14,None
allthesametome,allthesametome,https://fark.com/users/allthesametome,223941,2005-04-19,16,3
ElPrimitivo,ElPrimitivo,https://fark.com/users/ElPrimitivo,990141,2017-01-05,4,1
patrick767,patrick767,https://fark.com/users/patrick767,202131,2004-12-21,17,24
wax_on,wax_on,https://fark.com/users/wax_on,45970,2002-07-18,19,64
Palined Parenthood,Palined%20Parenthood,https://fark.com/users/Palined%20Parenthood,961455,2016-01-29,5,7
dothemath,dothemath,https://fark.com/users/dothemath,376558,2007-12-17,14,None
markie_farkie,markie_farkie,https://fark.com/users/markie_farkie,201889,2004-12-20,17,2484
DoBeDoBeDo,DoBeDoBeDo,https://fark.com/users/DoBeDoBeDo,64258,2002-12-04,19,None
vudukungfu,vudukungfu,https://fark.com/users/vudukungfu,96647,2003-06-21,18,2280
GardenWeasel,GardenWeasel,https://fark.com/users/GardenWeasel,249028,2005-09-20,16,170
vilesithknight,vilesithknight,https://fark.com/users/vilesithknight,1177606,2021-04-14,0,None
12349876,12349876,https://fark.com/users/12349876,130146,2004-01-04,17,19
Nurglitch,Nurglitch,https://fark.com/users/Nurglitch,405287,2008-05-20,13,10
I hereby demand that I be given a Fark account,I%20hereby%20demand%20that%20I%20be%20given%20a%20Fark%20account,https://fark.com/users/I%20hereby%20demand%20that%20I%20be%20given%20a%20Fark%20account,1034521,2018-05-21,3,11
BitwiseShift,BitwiseShift,https://fark.com/users/BitwiseShift,156550,2004-05-07,17,37
neongoats,neongoats,https://fark.com/users/neongoats,183899,2004-09-16,17,75
cheap_thoughts,cheap_thoughts,https://fark.com/users/cheap_thoughts,197107,2004-11-25,17,17
Somaticasual,Somaticasual,https://fark.com/users/Somaticasual,390594,2008-03-01,13,7
SuperChuck,SuperChuck,https://fark.com/users/SuperChuck,412326,2008-06-25,13,3
berylman,berylman,https://fark.com/users/berylman,119065,2003-11-07,18,19
Solty Dog,Solty%20Dog,https://fark.com/users/Solty%20Dog,234398,2005-06-24,16,8
oldfarthenry,oldfarthenry,https://fark.com/users/oldfarthenry,222773,2005-04-13,16,539
Mukster,Mukster,https://fark.com/users/Mukster,748610,2012-01-27,9,1
apotheosis27,apotheosis27,https://fark.com/users/apotheosis27,277172,2006-03-15,15,None
Fireproof,Fireproof,https://fark.com/users/Fireproof,193371,2004-11-05,17,107
Interceptor1,Interceptor1,https://fark.com/users/Interceptor1,85233,2003-04-10,18,19
Ketchuponsteak,Ketchuponsteak,https://fark.com/users/Ketchuponsteak,916071,2014-09-18,7,12
12349876,12349876,https://fark.com/users/12349876,130146,2004-01-04,17,19
GardenWeasel,GardenWeasel,https://fark.com/users/GardenWeasel,249028,2005-09-20,16,170
The Irresponsible Captain,The%20Irresponsible%20Captain,https://fark.com/users/The%20Irresponsible%20Captain,561405,2010-05-13,11,13
SecondaryControl,SecondaryControl,https://fark.com/users/SecondaryControl,642467,2011-02-28,10,1
Lindseys Lil Ladybugs,Lindseys%20Lil%20Ladybugs,https://fark.com/users/Lindseys%20Lil%20Ladybugs,1117870,2020-06-09,1,None
IndyJohn,IndyJohn,https://fark.com/users/IndyJohn,932310,2015-03-16,6,None
oldfool,oldfool,https://fark.com/users/oldfool,935385,2015-04-16,6,7
ajgeek,ajgeek,https://fark.com/users/ajgeek,293565,2006-07-08,15,15
Breaker Moran,Breaker%20Moran,https://fark.com/users/Breaker%20Moran,196034,2004-11-19,17,3
MusicMakeMyHeadPound,MusicMakeMyHeadPound,https://fark.com/users/MusicMakeMyHeadPound,121181,2003-11-18,18,19
Zombie Ninja Cleavage,Zombie%20Ninja%20Cleavage,https://fark.com/users/Zombie%20Ninja%20Cleavage,496332,2009-08-31,12,None
BubbaZinetti,BubbaZinetti,https://fark.com/users/BubbaZinetti,943986,2015-07-14,6,None
Nana's Vibrator,Nana%27s%20Vibrator,https://fark.com/users/Nana%27s%20Vibrator,487777,2009-07-20,12,1
Karne,Karne,https://fark.com/users/Karne,434243,2008-10-10,13,None
dothemath,dothemath,https://fark.com/users/dothemath,376558,2007-12-17,14,None
Fireproof,Fireproof,https://fark.com/users/Fireproof,193371,2004-11-05,17,107
Porkbelly,Porkbelly,https://fark.com/users/Porkbelly,1071810,2019-05-29,2,1
Barbecue Bob,Barbecue%20Bob,https://fark.com/users/Barbecue%20Bob,252328,2005-10-12,16,1
Salmon,Salmon,https://fark.com/users/Salmon,204527,2005-01-05,16,2
Jumpthruhoops,Jumpthruhoops,https://fark.com/users/Jumpthruhoops,346220,2007-06-21,14,31
patr55,patr55,https://fark.com/users/patr55,523415,2009-12-21,12,None
Petey4335,Petey4335,https://fark.com/users/Petey4335,130520,2004-01-06,17,25
Another Government Employee,Another%20Government%20Employee,https://fark.com/users/Another%20Government%20Employee,96270,2003-06-19,18,15
neongoats,neongoats,https://fark.com/users/neongoats,183899,2004-09-16,17,75
Nimbull,Nimbull,https://fark.com/users/Nimbull,923508,2014-12-11,7,7
Billy Liar,Billy%20Liar,https://fark.com/users/Billy%20Liar,853596,2013-04-17,8,None
Firm Tautology,Firm%20Tautology,https://fark.com/users/Firm%20Tautology,963373,2016-02-22,5,1942
Garza and the Supermutants,Garza%20and%20the%20Supermutants,https://fark.com/users/Garza%20and%20the%20Supermutants,946155,2015-08-07,6,4
buckeyebrain,buckeyebrain,https://fark.com/users/buckeyebrain,175789,2004-08-09,17,38
Original,Original,https://fark.com/users/Original,21757,2002-01-27,19,None
Stantz,Stantz,https://fark.com/users/Stantz,251765,2005-10-09,16,368
Circusdog320,Circusdog320,https://fark.com/users/Circusdog320,827565,2012-12-05,9,37
Yammering_Splat_Vector,Yammering_Splat_Vector,https://fark.com/users/Yammering_Splat_Vector,29526,2002-03-27,19,2
retrophil,retrophil,https://fark.com/users/retrophil,963024,2016-02-17,5,127
Herb Utsmelz,Herb%20Utsmelz,https://fark.com/users/Herb%20Utsmelz,122314,2003-11-23,18,182
Wrongo,Wrongo,https://fark.com/users/Wrongo,652879,2011-03-30,10,36
RedZoneTuba,RedZoneTuba,https://fark.com/users/RedZoneTuba,325269,2007-02-10,14,457
kdawg7736,kdawg7736,https://fark.com/users/kdawg7736,412992,2008-06-29,13,10047
farkscience,farkscience,https://fark.com/users/farkscience,1099014,2020-01-14,1,81
Nojimbo,Nojimbo,https://fark.com/users/Nojimbo,358248,2007-08-30,14,None
bucket_pup,bucket_pup,https://fark.com/users/bucket_pup,101488,2003-07-22,18,2
Snubnose,Snubnose,https://fark.com/users/Snubnose,844277,2013-02-28,8,None
kabloink,kabloink,https://fark.com/users/kabloink,155831,2004-05-03,17,41
dlarsen222,dlarsen222,https://fark.com/users/dlarsen222,1097783,2020-01-05,1,None
whatsupchuck,whatsupchuck,https://fark.com/users/whatsupchuck,208369,2005-01-24,16,2
Bathia_Mapes,Bathia_Mapes,https://fark.com/users/Bathia_Mapes,365987,2007-10-16,14,597
Diocletian's Last Cabbage,Diocletian%27s%20Last%20Cabbage,https://fark.com/users/Diocletian%27s%20Last%20Cabbage,598912,2010-10-07,11,3
KCBlueGal,KCBlueGal,https://fark.com/users/KCBlueGal,71926,2003-01-24,18,23
Bathia_Mapes,Bathia_Mapes,https://fark.com/users/Bathia_Mapes,365987,2007-10-16,14,597
Bathia_Mapes,Bathia_Mapes,https://fark.com/users/Bathia_Mapes,365987,2007-10-16,14,597
baka-san,baka-san,https://fark.com/users/baka-san,165313,2004-06-21,17,17
Fark that Pixel,Fark%20that%20Pixel,https://fark.com/users/Fark%20that%20Pixel,531793,2010-01-21,11,23
Bathia_Mapes,Bathia_Mapes,https://fark.com/users/Bathia_Mapes,365987,2007-10-16,14,597
kdawg7736,kdawg7736,https://fark.com/users/kdawg7736,412992,2008-06-29,13,10047
kdawg7736,kdawg7736,https://fark.com/users/kdawg7736,412992,2008-06-29,13,10047
Bathia_Mapes,Bathia_Mapes,https://fark.com/users/Bathia_Mapes,365987,2007-10-16,14,597
